TOPICO,csv,problema
DESHUM,indice_desarrollo_humano_desigualdad.csv,"dataset tiene el codigo 'ZZA.VHHD' que NO esta incluido en los geocodigos y tiene la string 'DESARROLLO HUMANO MUY ALTO' que NO matchea sin ambiguedad en desc_fundar. Puede implicar modificaciones del geonomenclador (a revisión, para no pisarse con otros casos)."
DESHUM,indice_desarrollo_humano_desigualdad.csv,"dataset tiene el codigo 'ZZB.HHD' que NO esta incluido en los geocodigos y tiene la string 'DESARROLLO HUMANO ALTO' que NO matchea sin ambiguedad en desc_fundar. Puede implicar modificaciones del geonomenclador (a revisión, para no pisarse con otros casos)."
DESHUM,indice_desarrollo_humano_desigualdad.csv,"dataset tiene el codigo 'ZZC.MHD' que NO esta incluido en los geocodigos y tiene la string 'DESARROLLO HUMANO MEDIO' que NO matchea sin ambiguedad en desc_fundar. Puede implicar modificaciones del geonomenclador (a revisión, para no pisarse con otros casos)."
DESHUM,indice_desarrollo_humano_desigualdad.csv,"dataset tiene el codigo 'ZZD.LHD' que NO esta incluido en los geocodigos y tiene la string 'DESARROLLO HUMANO BAJO' que NO matchea sin ambiguedad en desc_fundar. Puede implicar modificaciones del geonomenclador (a revisión, para no pisarse con otros casos)."
DESHUM,indice_desarrollo_humano_desigualdad.csv,"dataset tiene el codigo 'ZZE.AS' que NO esta incluido en los geocodigos y tiene la string 'ESTADOS ARABES' que NO matchea sin ambiguedad en desc_fundar. Puede implicar modificaciones del geonomenclador (a revisión, para no pisarse con otros casos)."
DESHUM,indice_desarrollo_humano_desigualdad.csv,"dataset tiene el codigo 'ZZI.SA' que NO esta incluido en los geocodigos y tiene la string 'ASIA MERIDIONAL' que NO matchea sin ambiguedad en desc_fundar. Puede implicar modificaciones del geonomenclador (a revisión, para no pisarse con otros casos)."
DESHUM,indice_desarrollo_humano_desigualdad.csv,"dataset tiene el codigo 'ZZJ.SSA' que NO esta incluido en los geocodigos y tiene la string 'AFRICA SUBSAHARIANA' que NO matchea sin ambiguedad en desc_fundar. Puede implicar modificaciones del geonomenclador (a revisión, para no pisarse con otros casos)."
DESHUM,inb_pc.csv,"dataset tiene el codigo 'ZZA.VHHD' que NO esta incluido en los geocodigos y tiene la string 'DESARROLLO HUMANO MUY ALTO' que NO matchea sin ambiguedad en desc_fundar. Puede implicar modificaciones del geonomenclador (a revisión, para no pisarse con otros casos)."
DESHUM,inb_pc.csv,"dataset tiene el codigo 'ZZB.HHD' que NO esta incluido en los geocodigos y tiene la string 'DESARROLLO HUMANO ALTO' que NO matchea sin ambiguedad en desc_fundar. Puede implicar modificaciones del geonomenclador (a revisión, para no pisarse con otros casos)."
DESHUM,inb_pc.csv,"dataset tiene el codigo 'ZZC.MHD' que NO esta incluido en los geocodigos y tiene la string 'DESARROLLO HUMANO MEDIO' que NO matchea sin ambiguedad en desc_fundar. Puede implicar modificaciones del geonomenclador (a revisión, para no pisarse con otros casos)."
DESHUM,inb_pc.csv,"dataset tiene el codigo 'ZZD.LHD' que NO esta incluido en los geocodigos y tiene la string 'DESARROLLO HUMANO BAJO' que NO matchea sin ambiguedad en desc_fundar. Puede implicar modificaciones del geonomenclador (a revisión, para no pisarse con otros casos)."
DESHUM,inb_pc.csv,"dataset tiene el codigo 'ZZE.AS' que NO esta incluido en los geocodigos y tiene la string 'ESTADOS ARABES' que NO matchea sin ambiguedad en desc_fundar. Puede implicar modificaciones del geonomenclador (a revisión, para no pisarse con otros casos)."
DESHUM,inb_pc.csv,"dataset tiene el codigo 'ZZI.SA' que NO esta incluido en los geocodigos y tiene la string 'ASIA MERIDIONAL' que NO matchea sin ambiguedad en desc_fundar. Puede implicar modificaciones del geonomenclador (a revisión, para no pisarse con otros casos)."
DESHUM,inb_pc.csv,"dataset tiene el codigo 'ZZJ.SSA' que NO esta incluido en los geocodigos y tiene la string 'AFRICA SUBSAHARIANA' que NO matchea sin ambiguedad en desc_fundar. Puede implicar modificaciones del geonomenclador (a revisión, para no pisarse con otros casos)."
